unique_ID,Tournament,Gender,Player1,Player2,Round,Result,FNL1,FNL2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2
161,AUS,F,KurumiNara,ShuaiPeng,1,1,2,1,74,39,26,10,1,6,23,37,8,16,2,4,103,63,40,37,16,3,5,36,54,6,10,4,6,96
162,AUS,F,AndreaPetkovic,MagdalenaRybarikova,1,0,0,2,68,23,32,6,1,4,15,31,1,3,7,11,48,67,27,33,8,4,1,18,16,5,8,9,16,66
163,AUS,F,SoranaCirstea,MarinaErakovic,1,0,0,2,57,25,43,13,5,1,20,32,3,14,6,7,78,59,35,41,17,6,5,28,45,4,6,5,8,83
164,AUS,F,ZarinaDiyas,KaterinaSiniakova,1,1,2,0,74,33,26,6,1,4,1,4,5,6,,,72,57,22,43,10,2,3,2,3,2,6,,,58
165,AUS,F,LesiaTsurenko,VarvaraLepchenko,1,0,1,2,63,35,37,20,1,3,9,34,3,9,0,1,92,64,42,36,15,3,5,32,52,3,9,11,13,93
166,AUS,F,KatarzynaPiter,SimonaHalep,1,0,0,2,77,12,23,1,1,3,5,25,0,2,5,8,24,61,21,39,9,3,2,13,14,5,9,1,2,52
167,AUS,F,CarlaSuarezNavarro,VaniaKing,1,1,2,0,79,31,21,4,0,1,17,19,4,5,6,9,61,69,20,31,5,1,2,12,28,1,2,5,14,42
168,AUS,F,GalinaVoskoboeva,Irina-CameliaBegu,1,1,2,1,64,41,36,18,3,3,3,3,6,11,,,109,62,44,38,15,2,7,2,7,5,9,,,94
169,AUS,F,KristinaMladenovic,StefanieVoegele,1,0,0,2,48,29,52,19,3,8,23,41,1,1,14,22,61,66,32,34,13,7,1,19,20,3,12,5,7,76
170,AUS,F,FrancescaSchiavone,DominikaCibulkova,1,0,0,2,60,21,40,11,5,2,14,27,1,6,5,11,57,61,33,39,14,0,6,21,30,3,7,6,7,72
171,AUS,F,AlizeCornet,PolonaHercog,1,0,,,75,3,25,1,1,,2,0,,,1,1,5,0,0,100,1,0,,1,1,,,0,0,1
172,AUS,F,CamilaGiorgi,StormSanders,1,1,2,1,51,38,49,23,5,13,27,47,4,12,3,7,97,63,35,37,12,2,3,13,34,2,7,4,4,81
173,AUS,F,PaulaOrmaechea,KarinKnapp,1,0,0,2,57,26,43,7,2,7,2,7,2,3,,,56,61,26,39,8,4,3,4,3,5,10,,,69
174,AUS,F,BethanieMattek-Sands,MariaSharapova,1,0,0,2,57,27,43,10,4,8,18,30,2,6,7,9,65,53,31,47,13,5,9,29,28,4,8,3,7,77
175,AUS,F,AgnieszkaRadwanska,YuliaPutintseva,1,1,2,1,59,36,41,15,9,1,38,31,7,11,22,35,96,52,29,48,16,0,6,27,33,3,8,11,17,76
176,AUS,F,OlgaGovortsova,Ying-YingDuan,1,1,2,0,68,35,32,8,10,4,10,4,4,12,,,78,60,24,40,16,1,1,1,1,1,5,,,62
177,AUS,F,CarinaWitthoeft,MandyMinella,1,0,0,2,62,16,38,10,1,4,1,4,2,6,,,47,56,17,44,16,0,2,0,2,5,8,,,62
178,AUS,F,TelianaPereira,AnastasiaPavlyuchenkova,1,0,0,2,68,43,32,14,3,7,3,7,2,4,,,84,62,32,38,15,3,5,3,5,3,12,,,93
179,AUS,F,KaiaKanepi,GarbineMuguruza,1,0,1,2,64,27,36,12,6,3,22,39,3,9,3,4,69,51,28,49,20,5,4,26,31,5,12,1,3,85
180,AUS,F,TimeaBabos,AnnaSchmiedlova,1,0,1,2,60,46,40,17,8,11,8,11,5,24,,,120,66,54,34,23,5,5,5,5,6,14,,,126
181,AUS,F,ChristinaMcHale,Yung-JanChan,1,1,2,0,71,31,29,11,4,3,4,3,5,9,,,77,68,28,32,10,0,6,0,6,3,3,,,66
182,AUS,F,LourdesDominguezLino,CarolineWozniacki,1,0,0,2,58,10,42,8,,2,9,30,1,2,5,7,31,61,17,39,11,,2,15,16,6,12,11,18,58
183,AUS,F,SloaneStephens,YaroslavaShvedova,1,1,2,0,75,31,25,7,1,1,22,27,6,12,1,3,82,58,22,42,10,3,13,14,43,4,6,3,6,61
184,AUS,F,TadejaMajeric,AjlaTomljanovic,1,0,1,2,72,54,28,10,4,7,4,7,3,6,,,99,49,36,51,25,5,6,5,6,3,6,,,97
185,AUS,F,OliviaRogowska,MarianaDuque-Marino,1,1,2,0,63,25,37,10,2,6,21,31,6,13,4,5,66,67,18,33,5,4,4,10,32,3,8,2,6,47
186,AUS,F,ElinaSvitolina,SvetlanaKuznetsova,1,1,2,0,61,26,39,8,5,5,27,21,5,12,12,18,65,48,20,52,11,1,4,17,24,2,4,4,5,53
187,AUS,F,BojanaJovanovski,JanaCepelova,1,1,2,1,76,43,24,11,0,1,0,1,9,13,,,100,69,28,31,7,2,5,2,5,5,12,,,81
188,AUS,F,ChanelleScheepers,YvonneMeusburger,1,0,0,2,53,27,47,12,2,13,2,13,4,7,,,71,68,32,32,12,1,5,1,5,5,11,,,80
189,AUS,F,Su-WeiHsieh,BarboraZahlavovaStrycova,1,0,1,2,58,33,42,15,1,5,14,39,1,4,11,16,75,68,39,32,13,5,2,31,36,5,17,22,28,95
190,AUS,F,JohannaLarsson,VictoriaAzarenka,1,0,0,2,72,24,28,5,2,5,13,29,3,10,4,5,59,75,41,25,4,0,7,27,32,5,5,15,17,80
191,AUS,F,SerenaWilliams,VesnaDolonc,2,1,2,0,66,28,34,8,10,2,24,19,4,7,3,4,61,54,17,46,6,2,8,9,20,0,1,3,3,37
192,AUS,F,KarolinaPliskova,DanielaHantuchova,2,0,1,2,55,50,45,28,11,6,57,60,3,14,15,17,123,59,53,41,28,9,8,43,35,4,9,10,14,129
193,AUS,F,SamanthaStosur,TsvetanaPironkova,2,1,2,0,59,20,41,10,4,3,23,15,5,13,13,17,58,57,15,43,4,1,2,5,19,0,1,5,6,30
194,AUS,F,AnnikaBeck,AnaIvanovic,2,0,0,2,75,13,25,3,0,3,10,29,2,3,5,8,35,54,16,46,13,2,2,16,17,6,7,0,1,57
195,AUS,F,JieZheng,MadisonKeys,2,1,2,1,76,40,24,14,0,4,19,48,7,10,10,15,102,63,39,37,18,3,1,30,43,8,16,6,11,109
196,AUS,F,CaseyDellacqua,KirstenFlipkens,2,1,2,0,73,22,27,6,1,0,15,15,6,19,7,10,61,48,15,52,10,0,7,17,29,1,1,10,13,38
197,AUS,F,EugenieBouchard,VirginieRazzano,2,1,2,0,50,26,50,17,4,2,25,25,5,10,3,7,84,75,32,25,6,2,1,27,42,3,9,13,17,71
198,AUS,F,LaurenDavis,JuliaGoerges,2,1,2,1,69,51,31,15,0,6,14,20,3,7,5,7,94,71,45,29,11,6,1,42,47,3,13,12,15,98
199,AUS,F,NaLi,BelindaBencic,2,1,2,0,60,27,40,12,4,2,30,31,5,7,2,5,67,54,21,46,8,2,5,12,19,2,2,3,4,53
200,AUS,F,LucieHradecka,LucieSafarova,2,0,1,2,44,33,56,26,9,9,9,9,0,6,,,90,62,47,38,20,6,7,6,7,4,13,,,113
201,AUS,F,EkaterinaMakarova,IrinaFalconi,2,1,2,0,56,26,44,14,4,6,18,28,5,13,9,14,74,74,22,26,10,0,2,18,40,2,4,3,7,55
202,AUS,F,MonicaNiculescu,SabineLisicki,2,1,2,1,66,35,34,9,0,6,8,18,7,14,12,16,87,53,23,47,14,10,6,43,56,5,6,19,34,76
203,AUS,F,AngeliqueKerber,AllaKudryavtseva,2,1,2,0,59,24,41,11,3,1,22,10,4,13,3,4,65,63,25,37,8,4,2,23,24,1,2,11,17,47
204,AUS,F,YaninaWickmayer,AlisonRiske,2,0,0,2,63,13,37,6,3,3,14,30,0,2,3,7,36,78,27,22,6,4,2,15,8,5,10,2,3,60
205,AUS,F,FlaviaPennetta,MonicaPuig,2,1,2,0,45,22,55,18,9,0,21,14,2,6,4,4,67,45,21,55,16,5,6,19,38,0,0,11,16,50
206,AUS,F,MonaBarthel,LuksikaKumkhum,2,1,2,1,63,44,37,18,3,6,25,33,4,5,11,20,92,58,38,42,13,4,8,37,39,3,7,7,8,94
207,AUS,F,JelenaJankovic,AyumiMorita,2,1,2,0,59,19,41,7,9,4,25,14,6,6,0,1,53,57,8,43,5,1,3,7,18,1,1,1,2,26
208,AUS,F,KurumiNara,MagdalenaRybarikova,2,1,2,0,66,26,34,15,0,2,8,26,4,4,5,10,59,52,16,48,8,4,1,13,38,2,5,7,11,51
209,AUS,F,MarinaErakovic,ZarinaDiyas,2,0,0,2,50,15,50,8,2,5,15,27,1,10,3,4,46,70,27,30,10,1,1,27,15,5,5,2,2,66
210,AUS,F,VarvaraLepchenko,SimonaHalep,2,0,1,2,63,34,37,10,1,4,23,47,2,2,9,10,66,58,29,42,16,0,3,10,19,6,15,1,2,90
211,AUS,F,CarlaSuarezNavarro,GalinaVoskoboeva,2,1,2,1,73,57,27,17,0,5,19,30,6,10,14,19,126,55,40,45,23,3,13,50,67,7,17,25,39,121
212,AUS,F,StefanieVoegele,DominikaCibulkova,2,0,0,2,42,11,58,1,3,1,12,22,1,5,2,3,30,68,21,32,8,0,2,17,13,6,9,4,5,55
213,AUS,F,AlizeCornet,CamilaGiorgi,2,1,2,1,59,39,41,17,1,9,5,29,6,13,2,6,103,56,31,44,20,0,12,28,73,5,12,19,33,92
214,AUS,F,KarinKnapp,MariaSharapova,2,1,2,1,53,40,47,23,3,9,20,55,6,9,6,7,112,60,44,40,23,2,12,34,67,7,20,6,6,124
215,AUS,F,AgnieszkaRadwanska,OlgaGovortsova,2,1,2,0,66,28,34,8,1,1,18,13,5,8,11,14,63,70,20,30,6,0,1,18,26,1,2,13,18,43
216,AUS,F,MandyMinella,AnastasiaPavlyuchenkova,2,0,0,2,55,21,45,11,2,3,2,3,0,0,,,42,67,24,33,8,5,1,5,1,4,9,,,65
217,AUS,F,GarbineMuguruza,AnnaSchmiedlova,2,1,2,0,56,23,44,11,6,6,24,33,6,8,4,9,66,59,15,41,7,1,5,6,20,3,7,0,2,45
218,AUS,F,ChristinaMcHale,CarolineWozniacki,2,0,1,2,53,22,47,12,3,3,17,37,3,6,2,2,61,74,30,26,8,2,3,15,29,5,12,11,15,70
219,AUS,F,SloaneStephens,AjlaTomljanovic,2,1,2,1,71,39,29,14,3,3,25,36,5,10,10,13,92,54,35,46,22,3,6,25,44,3,6,8,16,87
220,AUS,F,OliviaRogowska,ElinaSvitolina,2,0,0,2,61,26,39,14,5,2,22,36,3,5,8,10,65,53,26,47,15,7,3,19,24,5,8,8,11,76
221,AUS,F,BojanaJovanovski,YvonneMeusburger,2,0,1,2,69,30,31,14,,1,32,50,6,9,7,9,85,67,38,33,5,,5,18,34,8,15,9,12,92
222,AUS,F,BarboraZahlavovaStrycova,VictoriaAzarenka,2,0,0,2,55,13,45,9,1,2,17,30,2,8,17,27,50,85,34,15,6,0,1,15,18,5,11,10,19,65
223,AUS,F,SerenaWilliams,DanielaHantuchova,3,1,2,0,48,20,52,15,10,2,25,21,4,7,4,12,60,54,15,46,12,2,2,10,19,1,6,1,3,48
224,AUS,F,SamanthaStosur,AnaIvanovic,3,0,1,2,68,42,32,22,3,2,21,30,1,4,11,16,93,58,47,42,23,6,3,46,40,4,9,16,23,107
225,AUS,F,JieZheng,CaseyDellacqua,3,0,0,2,64,18,36,11,0,5,15,28,2,3,2,4,45,58,20,42,14,1,3,14,16,5,10,3,4,64
226,AUS,F,EugenieBouchard,LaurenDavis,3,1,2,0,61,23,39,10,4,2,18,23,5,8,3,5,67,77,24,23,3,0,1,7,31,1,3,3,4,43
227,AUS,F,NaLi,LucieSafarova,3,1,2,1,60,43,40,18,5,6,17,50,4,10,8,9,99,59,33,41,17,2,7,21,43,6,16,5,6,99
228,AUS,F,EkaterinaMakarova,MonicaNiculescu,3,1,2,0,56,17,44,13,2,1,17,35,6,9,9,10,65,70,23,30,8,1,3,9,34,4,4,4,11,56
229,AUS,F,AngeliqueKerber,AlisonRiske,3,1,2,0,63,21,37,6,4,4,21,16,7,13,6,9,64,62,16,38,8,0,6,18,29,4,5,8,23,48
230,AUS,F,FlaviaPennetta,MonaBarthel,3,1,2,0,44,17,56,15,3,4,14,10,6,15,3,5,70,60,22,40,13,4,6,22,45,2,4,6,10,55
231,AUS,F,JelenaJankovic,KurumiNara,3,1,2,0,62,23,38,13,1,3,12,33,7,9,5,10,72,86,25,14,5,0,2,19,43,5,7,13,18,63
232,AUS,F,ZarinaDiyas,SimonaHalep,3,0,0,2,61,16,39,7,0,3,9,32,2,4,7,9,42,52,18,48,13,1,3,18,20,6,6,3,6,62
233,AUS,F,CarlaSuarezNavarro,DominikaCibulkova,3,0,0,2,65,12,35,4,0,0,2,23,0,1,0,3,26,69,21,31,8,1,1,20,20,5,9,7,9,56
234,AUS,F,AlizeCornet,MariaSharapova,3,0,0,2,65,24,35,9,,5,11,23,4,6,7,12,60,50,23,50,16,,8,35,35,6,14,12,13,81
235,AUS,F,AgnieszkaRadwanska,AnastasiaPavlyuchenkova,3,1,2,1,65,36,35,16,5,2,25,19,6,9,13,20,96,59,29,41,17,0,7,39,49,3,5,12,21,78
236,AUS,F,GarbineMuguruza,CarolineWozniacki,3,1,2,1,64,37,36,16,5,7,33,56,7,10,12,17,96,67,39,33,12,2,6,17,37,5,16,9,13,93
237,AUS,F,SloaneStephens,ElinaSvitolina,3,1,2,0,69,31,31,10,1,0,24,32,4,9,10,13,68,57,23,43,15,0,4,12,27,2,3,9,17,61
238,AUS,F,YvonneMeusburger,VictoriaAzarenka,3,0,0,2,70,8,30,4,,5,5,18,1,2,3,3,25,74,20,26,5,,2,20,13,7,14,14,17,56
239,AUS,F,SerenaWilliams,AnaIvanovic,4,0,1,2,66,43,34,13,13,4,22,31,2,3,10,15,79,53,31,47,21,1,2,33,27,4,14,10,13,91
240,AUS,F,CaseyDellacqua,EugenieBouchard,4,0,1,2,61,33,39,14,0,3,11,47,1,2,5,9,68,65,37,35,16,6,1,29,28,6,11,10,12,94
241,AUS,F,NaLi,EkaterinaMakarova,4,1,2,0,80,26,20,4,1,1,18,14,5,7,8,14,55,64,14,36,3,0,1,4,11,0,4,3,4,31
242,AUS,F,AngeliqueKerber,FlaviaPennetta,4,0,1,2,64,35,36,10,1,4,25,35,5,6,5,13,77,60,33,40,12,8,2,43,37,8,18,17,27,98
243,AUS,F,JelenaJankovic,SimonaHalep,4,0,1,2,67,32,33,11,2,2,23,43,4,8,20,30,69,64,26,36,14,0,4,22,28,6,13,4,4,81
244,AUS,F,DominikaCibulkova,MariaSharapova,4,1,2,1,69,27,31,13,1,5,16,28,7,14,2,2,87,66,31,34,12,3,8,27,45,5,10,8,10,77
245,AUS,F,AgnieszkaRadwanska,GarbineMuguruza,4,1,2,0,73,34,27,11,2,1,9,15,4,9,4,7,76,56,18,44,10,3,3,23,44,0,6,6,14,49
246,AUS,F,SloaneStephens,VictoriaAzarenka,4,0,0,2,72,24,28,9,0,0,20,32,0,2,6,8,55,69,32,31,10,3,7,20,20,3,14,13,17,74
247,AUS,F,AnaIvanovic,EugenieBouchard,5,0,1,2,56,34,44,23,1,4,34,35,5,12,12,18,104,58,42,42,20,2,6,47,37,7,13,19,24,113
248,AUS,F,NaLi,FlaviaPennetta,5,1,2,0,64,23,36,10,1,1,23,17,5,8,7,10,62,39,12,61,13,3,5,14,27,1,4,2,2,37
249,AUS,F,SimonaHalep,DominikaCibulkova,5,0,0,2,67,13,33,6,2,1,9,25,1,3,1,4,32,77,25,23,5,0,3,17,16,5,9,3,4,54
250,AUS,F,AgnieszkaRadwanska,VictoriaAzarenka,5,1,2,1,59,33,41,16,1,1,23,15,6,16,19,24,94,60,26,40,19,0,5,33,47,2,5,20,34,74
251,AUS,F,EugenieBouchard,NaLi,6,0,0,2,45,13,55,5,2,2,10,14,3,7,4,5,49,61,27,39,11,4,5,35,23,6,10,11,14,71
252,AUS,F,DominikaCibulkova,AgnieszkaRadwanska,6,1,2,0,64,22,36,10,0,2,21,20,6,9,12,14,63,68,17,32,2,2,2,12,24,1,9,4,9,40
253,AUS,F,NaLi,DominikaCibulkova,7,1,2,0,60,21,40,15,2,3,34,30,5,10,8,13,75,67,29,33,5,0,7,11,28,2,3,3,4,58
254,FRE,M,PabloCarreno-Busta,RogerFederer,1,0,0,3,62,27,38,11,1,3,12,29,1,3,9,20,50,68,33,32,14,10,0,33,19,7,7,14,18,88
255,FRE,M,SomdevDevvarman,DanielMunoz-DeLaNava,1,1,3,0,62,54,38,22,7,3,26,20,5,8,12,21,120,52,35,48,24,0,2,40,47,1,16,22,25,106
256,FRE,M,TobiasKamke,PaoloLorenzi,1,1,3,2,62,53,38,15,4,6,42,55,10,22,14,32,140,46,42,54,31,6,8,39,54,10,18,19,27,139
257,FRE,M,JulienBenneteau,RicardasBerankis,1,1,3,1,72,87,28,19,14,2,48,27,4,13,14,30,163,53,58,47,38,13,10,72,56,4,13,33,43,149
258,FRE,M,LukasLacko,SamQuerrey,1,0,0,3,52,31,48,22,4,4,21,24,1,1,3,5,72,58,39,42,19,10,1,42,37,4,7,12,13,93
259,FRE,M,JanHajek,DenisKudla,1,1,3,1,70,58,30,18,4,4,35,36,6,12,8,10,130,68,48,32,17,5,5,30,51,1,7,6,9,93
260,FRE,M,AdrianMannarino,PabloCuevas,1,0,2,3,63,71,37,38,5,5,45,80,5,12,28,41,160,59,67,41,27,5,6,54,57,6,20,14,22,175
261,FRE,M,GillesSimon,LleytonHewitt,1,1,3,2,59,42,41,25,7,2,41,49,10,14,11,18,136,49,40,51,29,4,6,44,72,9,10,19,35,120
262,FRE,M,PhilippPetzschner,MarinCilic,1,0,0,3,56,27,44,13,0,6,12,28,1,2,11,18,54,50,26,50,20,5,1,35,15,7,12,13,21,92
263,FRE,M,RadekStepanek,NickKyrgios,1,0,0,3,63,62,37,29,5,4,41,44,1,6,19,27,132,56,64,44,35,10,7,46,38,1,3,9,20,130
264,FRE,M,ViktorTroicki,JamesBlake,1,1,3,0,48,29,52,20,12,4,33,12,7,11,14,21,91,47,22,53,15,3,2,23,31,2,2,9,22,59
265,FRE,M,JuanMonaco,DanielGimeno-Traver,1,0,2,3,78,85,22,22,2,1,24,30,5,17,12,18,174,52,67,48,47,12,5,72,64,5,10,11,18,177
266,FRE,M,BenjaminBecker,JeremyChardy,1,0,0,3,66,48,34,13,7,5,24,24,1,5,11,14,85,66,44,34,17,10,6,46,33,5,11,10,16,108
267,FRE,M,RobertoBautistaAgut,GillesMuller,1,1,3,0,83,51,17,6,6,0,27,18,5,14,5,6,100,55,36,45,18,8,5,32,29,1,3,12,20,75
268,FRE,M,JarkkoNieminen,Paul-HenriMathieu,1,1,3,2,69,84,31,29,11,4,57,42,6,7,8,13,172,54,58,46,36,7,8,60,71,5,15,24,33,163
269,FRE,M,Jo-WilfriedTsonga,AljazBedene,1,1,3,0,50,32,50,23,5,0,29,33,6,10,13,17,93,62,26,38,12,4,4,15,35,1,4,9,13,63
270,FRE,M,MarinkoMatosevic,DavidFerrer,1,0,0,3,59,29,41,10,1,5,20,42,5,8,15,26,76,55,33,45,18,3,4,22,22,8,11,6,11,98
271,FRE,M,SteveJohnson,AlbertMontanes,1,0,2,3,55,53,45,32,5,7,56,41,4,5,19,35,118,65,59,35,21,5,4,38,20,6,19,11,16,142
272,FRE,M,JoaoSousa,GoSoeda,1,1,3,0,70,40,30,14,7,2,29,21,7,10,5,7,87,58,24,42,10,3,4,19,41,1,4,6,11,57
273,FRE,M,MarcelGranollers,FelicianoLopez,1,0,2,2,70,55,30,18,7,3,29,37,5,14,17,34,132,58,52,42,33,12,3,52,66,4,5,26,38,122
274,FRE,M,IllyaMarchenko,KevinAnderson,1,0,0,3,60,39,40,25,0,4,21,35,1,2,8,18,89,64,50,36,15,13,4,38,33,4,12,12,14,115
275,FRE,M,Jan-LennardStruff,EvgenyDonskoy,1,0,1,3,48,47,52,32,9,5,53,51,6,11,12,20,132,59,59,41,25,14,5,40,38,6,10,8,11,132
276,FRE,M,SteveDarcis,MichaelLlodra,1,0,1,3,71,49,29,23,3,1,35,18,4,6,21,42,112,58,56,42,16,17,6,59,46,7,18,38,63,131
277,FRE,M,MilosRaonic,XavierMalisse,1,1,3,1,73,55,27,14,16,2,61,36,6,9,32,45,116,64,42,36,18,8,1,26,18,2,5,9,13,87
278,FRE,M,AndreasHaider-Maurer,NicolasAlmagro,1,0,1,3,65,50,35,20,8,3,28,32,1,4,7,10,99,53,50,47,28,13,6,40,37,4,7,6,12,113
279,FRE,M,MartinAlund,EdouardRoger-Vasselin,1,0,1,3,57,31,43,17,1,2,24,41,2,7,11,22,83,63,45,37,22,6,1,33,34,8,19,16,21,111
280,FRE,M,BlazKavcic,JamesDuckworth,1,1,3,0,63,33,37,17,1,0,25,8,7,12,11,20,89,46,19,54,11,3,4,13,27,1,5,7,22,50
281,FRE,M,AndreasSeppi,LeonardoMayer,1,1,3,2,67,73,33,32,8,3,50,69,9,14,18,27,171,64,68,36,28,11,8,48,69,6,10,19,37,154
282,FRE,M,JurgenZopp,TommyRobredo,1,0,0,3,68,35,32,9,3,0,24,27,0,0,14,27,58,65,37,35,12,6,3,32,7,6,15,8,10,95
283,FRE,M,IgorSijsling,JurgenMelzer,1,1,3,0,64,41,36,18,16,3,31,16,6,11,3,8,94,72,37,28,6,5,6,24,22,2,5,8,10,71
284,FRE,M,ErnestsGulbis,RogerioDutraSilva,1,1,3,0,53,36,47,23,7,2,40,26,6,9,16,24,97,65,31,35,13,1,2,17,32,3,6,15,23,74
285,FRE,M,TomasBerdych,GaelMonfils,1,0,2,3,66,91,34,33,11,2,72,57,1,5,35,50,174,72,104,28,27,26,3,66,44,3,8,15,21,189
286,FRE,M,SergiyStakhovsky,RichardGasquet,1,0,0,3,55,22,45,17,1,1,16,30,1,4,12,27,57,67,36,33,16,3,1,26,13,6,10,21,27,88
287,FRE,M,MichalPrzysiezny,RhyneWilliams,1,1,3,1,67,75,33,27,13,4,57,31,4,12,29,41,151,67,66,33,21,19,2,45,33,1,10,6,16,134
288,FRE,M,FlorentSerra,NikolayDavydenko,1,0,0,3,64,35,36,13,1,1,17,25,2,3,2,3,75,67,50,33,16,3,3,28,27,5,7,5,5,96
289,FRE,M,FlorianMayer,DenisIstomin,1,0,1,2,59,40,41,15,6,3,22,24,4,7,10,14,87,69,44,31,13,7,3,53,31,5,11,17,26,101
290,FRE,M,AlbertRamos,JerzyJanowicz,1,0,0,3,61,41,39,25,5,1,22,17,1,6,10,18,94,63,49,37,26,17,3,65,46,3,7,19,22,113
291,FRE,M,KennyDeSchepper,RobinHaase,1,0,1,3,64,61,36,21,7,11,56,60,3,6,31,49,125,65,59,35,25,8,6,35,31,3,8,17,23,131
292,FRE,M,VasekPospisil,HoracioZeballos,1,0,2,2,56,67,44,34,21,7,58,53,1,4,21,30,141,68,71,32,18,10,4,44,42,1,10,15,22,135
293,FRE,M,StanislasWawrinka,ThiemoDeBakker,1,1,3,1,69,74,31,24,9,3,55,50,4,15,35,56,146,69,70,31,25,7,2,38,30,1,4,20,33,135
294,FRE,M,JesseLevine,KeiNishikori,1,0,0,3,52,16,48,9,1,5,9,33,1,3,4,8,49,51,27,49,19,2,4,26,25,8,11,7,7,86
295,FRE,M,GregaZemlja,SantiagoGiraldo,1,1,3,0,52,32,48,21,12,2,43,24,6,13,6,7,92,64,30,36,12,4,0,19,26,0,3,1,2,62
296,FRE,M,LukaszKubot,MaximeTeixeira,1,1,2,1,64,30,36,12,4,5,25,45,6,16,16,36,90,64,37,36,12,4,5,26,42,5,8,11,18,85
297,FRE,M,BenoitPaire,MarcosBaghdatis,1,1,2,1,46,40,54,29,6,2,39,46,2,3,21,28,101,53,34,47,25,2,7,17,24,2,14,13,25,104
298,FRE,M,AndreasBeck,FabioFognini,1,0,0,3,55,37,45,25,4,4,34,39,1,13,15,23,106,64,50,36,27,10,5,39,22,5,13,9,11,125
299,FRE,M,PereRiba,LukasRosol,1,0,0,3,60,38,40,14,3,0,12,16,1,5,0,6,82,62,41,38,23,7,4,62,50,4,7,9,12,97
300,FRE,M,MartinKlizan,MichaelRussell,1,1,2,1,49,29,51,22,7,4,32,37,6,11,13,19,92,69,35,31,9,3,4,22,32,3,12,10,19,81
301,FRE,M,RafaelNadal,DanielBrands,1,1,3,1,84,74,16,12,2,4,40,26,3,8,19,25,140,74,66,26,22,10,1,51,53,1,4,25,40,115
302,FRE,M,FernandoVerdasco,MarcGicquel,1,1,3,0,64,37,36,11,4,5,25,22,7,13,7,12,89,53,23,47,13,1,3,11,25,1,3,5,8,58
303,FRE,M,FedericoDelbonis,JulianReister,1,1,3,1,55,52,45,27,8,8,53,41,7,10,13,23,122,72,47,28,15,2,1,23,35,1,8,9,15,97
304,FRE,M,MikhailYouzhny,PabloAndujar,1,1,3,1,65,70,35,20,11,5,71,52,6,20,26,37,153,56,49,44,27,2,4,28,39,3,12,11,24,127
305,FRE,M,CarlosBerlocq,JohnIsner,1,0,0,3,73,45,27,10,3,3,27,11,1,5,11,18,83,63,45,37,16,14,1,52,29,4,9,16,27,97
306,FRE,M,AndreyKuznetsov,RyanHarrison,1,0,0,3,71,48,29,11,4,4,35,31,2,10,17,25,94,56,46,44,26,6,2,29,20,4,8,12,18,111
307,FRE,M,JackSock,GuillermoGarcia-Lopez,1,1,3,0,56,32,44,23,4,2,26,26,7,13,6,9,97,63,30,37,11,0,10,13,38,2,7,9,14,66
308,FRE,M,TommyHaas,GuillaumeRufin,1,1,3,0,65,48,35,13,6,4,27,41,5,9,12,15,101,61,32,39,21,2,2,16,33,1,4,14,23,78
309,FRE,M,JiriVesely,PhilippKohlschreiber,1,0,1,3,61,59,39,25,8,6,35,44,3,5,21,35,120,62,61,38,21,7,2,50,41,3,13,16,22,132
310,FRE,M,SimoneBolelli,Yen-HsunLu,1,0,0,3,63,33,37,12,4,,18,27,1,1,5,8,57,77,32,23,9,4,,20,12,4,11,4,6,78
311,FRE,M,BernardTomic,VictorHanescu,1,0,0,3,63,38,37,17,6,3,36,34,1,11,14,15,91,71,51,29,19,5,3,27,22,3,5,14,25,103
312,FRE,M,AlexandrDolgopolov,DmitryTursunov,1,0,0,3,55,51,45,22,14,2,44,50,3,7,8,11,116,51,47,49,28,8,6,38,42,4,8,7,13,119
313,FRE,M,AlejandroFalla,GrigorDimitrov,1,0,0,2,54,10,46,7,1,1,6,15,1,5,5,7,38,59,20,41,10,2,1,14,16,2,2,6,7,48
314,FRE,M,AlexKuznetsov,LucasPouille,1,0,0,3,63,33,37,13,5,3,34,49,1,6,19,26,84,48,36,52,33,8,3,38,37,5,11,10,14,109
315,FRE,M,IvanDodig,GuidoPella,1,0,2,3,56,80,44,37,21,8,70,72,6,14,35,48,172,61,71,39,35,4,7,52,49,6,15,21,31,179
316,FRE,M,NovakDjokovic,DavidGoffin,1,1,3,0,69,53,31,20,5,0,26,31,3,11,13,21,114,61,46,39,25,7,2,32,38,1,2,15,26,99
317,FRE,M,SomdevDevvarman,RogerFederer,2,0,0,3,61,19,39,16,2,,12,14,0,3,3,14,52,62,30,38,18,3,,54,33,7,14,19,30,88
318,FRE,M,JulienBenneteau,TobiasKamke,2,1,3,2,72,83,28,23,5,8,63,76,5,10,32,47,174,65,75,35,37,5,4,55,38,7,16,22,34,183
319,FRE,M,JanHajek,SamQuerrey,2,0,0,3,66,36,34,16,3,1,31,25,4,8,7,18,88,62,45,38,14,8,6,39,28,7,12,9,15,107
320,FRE,M,GillesSimon,PabloCuevas,2,1,3,1,57,41,43,26,4,1,54,41,10,17,16,22,126,56,37,44,19,2,4,23,39,2,5,8,14,89
